clean_text,translated_text,subjektivitas,polaritas,sentimen
mantap banyak promo nya apk 1 ini,it's great that there are lots of promos for this apk 1,0.75,0.8,positif
apk yg selalu setia menemani perjalanan 👍,apk that always faithfully accompanies the journey 👍,0.0,0.0,netral
semoga sukses,good luck,0.6000000000000001,0.7,positif
"tiap pesan gocar, selalu dicancel. padahal bukan pakai gocar hemat, tapi gocar biasa. ga tau knp akun saya ga bisa pesan gocar, selalu ga berhasil, alhasil saya memakai aplikasi lain (gr*b) untuk memesan mobil. sangat kecewa!!!","every time i order gocar, it is always cancelled. even though he didn't use a budget go-car, but an ordinary go-car. i don't know why my account can't order a gocar, it always doesn't work, so i use another application (gr*b) to order a car. very disappointed!!!",0.7375,-0.625,negatif
tidak bisa update auto,can't auto update,0.0,0.0,netral
baik,good,0.6000000000000001,0.7,positif
tingkatkan voucher diskonnya yaa... good,increase the discount voucher... good,0.6000000000000001,0.7,positif
sangat membantu,very helpful,0.3,0.2,positif
bagus,good,0.6000000000000001,0.7,positif
bagus,good,0.6000000000000001,0.7,positif
sangat membantu,very helpful,0.3,0.2,positif
ok,ok,0.5,0.5,positif
mantap,solid,0.1,0.0,netral
"aplikasi ini bagus, tapi kadang-kadang suka gak nge save tempat jemput/tujuan. tapi gak papa tunggu beberapa menit nanti juga normal lagi kok✍️✍️🔥🔥","this application is good, but sometimes it doesn't save the pick-up/destination place. but it's okay to wait a few minutes and it'll be normal again✍️✍️🔥🔥",0.4625,0.2875,positif
👍👍👍👍👍,👍👍👍👍👍,0.0,0.0,netral
biaya layanan sekarang meningkat :(,service charges are now increasing :(,1.0,-0.75,negatif
praktis,practical,0.0,0.0,netral
saran aj buat apk gojek daerah lw liang sampai cigudeg apk nyah gk bisa d buka padahal bnyk sewa.. daftar ad ojek biasa.. mahal2 hk karuan,advice aj make gojek apk area lw liang to cigudeg apk nyah can not be opened though many rentals .. list ad ordinary taxi .. mahal2 hk random,0.5,-0.08333333333333333,negatif
oke lh,okay then,0.5,0.5,positif
good,good,0.6000000000000001,0.7,positif
sukses selalu gojek,always successful gojek,0.95,0.75,positif
kok yg kedua kalinya harga 2kali lipat,how come the second time the price is double?,0.0,0.0,netral
"selama ini menggunakan jasa online gojek alhamdulillah pelayanan baik, driver bersikap sopan, utk food nya pun aman.. terima kasih gojek","so far, i've been using gojek's online services, thank god, the service is good, the drivers are polite, the food is safe... thank you, gojek.",0.7000000000000001,0.4333333333333333,positif
nyari driver terdekat susah. udah waktu mepet dapat driver jauh jauh aja. padahal driver di depan mata dan layanan nya aktif. saya tanya ke driver nya akun nya lagi anyeb. makanya orderan gk masuk ke saya.jeg jeng katanya aplikasi anak bangsa tapi nyengsarain . coba di perbaiki sistem nya biar dapat diver terdekat,"finding the nearest driver is difficult. it's time to get a driver so far away. even though the driver is in front of my eyes and the service is active. i asked the driver, his account was still wrong. that's why orders don't go to me. jeg jeng, they say the application is for the nation's children but it's miserable. try fixing the system so you can get the nearest diver",0.9,-0.4066666666666666,negatif
"untuk gocar , driver sering cancel","for go-cars, drivers often cancel",0.0,0.0,netral
mantap,solid,0.1,0.0,netral
aplikasi ini sangat bagus dan terimakasih telah menjemput saya dengan cepat,this app is very good and thank you for picking me up quickly,0.6400000000000001,0.6216666666666666,positif
gojek sekarang ribed pke verifikasi muka segala,gojek is now complicated with face verification,1.0,-0.5,negatif
good,good,0.6000000000000001,0.7,positif
lama sekali kali nunggunya,waiting a long time,0.4,-0.05,negatif
mantap,solid,0.1,0.0,netral
good,good,0.6000000000000001,0.7,positif
mantap,solid,0.1,0.0,netral
ok,ok,0.5,0.5,positif
ɱαɳƚυʅ ɱαɳƚυʅ ɯҽʂ ρσƙσƙ ҽ...𝕄𝕒𝕟𝕥𝕦𝕝 𝕞𝕒𝕟𝕥𝕦𝕝 𝕨𝕖𝕤 𝕡𝕠𝕜𝕠𝕜 𝕖...𝕸𝖆𝖓𝖙𝖚𝖑 𝖒𝖆𝖓𝖙𝖚𝖑 𝖜𝖊𝖘 𝖕𝖔𝖐𝖔𝖐 𝖊...𝙢𝙖𝙣𝙩𝙪𝙡 𝙢𝙖𝙣𝙩𝙪𝙡 𝙬𝙚𝙨 𝙥𝙤𝙠𝙤𝙠 𝙚,ɱαɳƚυʅ ɱαɳƚυʅ ɯҽʂ ρσƙσƙ ҽ...𝕄𝕒𝕟𝕥𝕦𝕝 𝕞𝕒𝕟𝕥𝕦𝕝 𝕨𝕖𝕤 𝕡𝕠𝕜 𝕠𝕜 𝕖...𝕸𝖆𝖓𝖙𝖚𝖑 𝖒𝖆𝖓𝖙𝖚𝖑 𝖜𝖊𝖘 𝖕𝖔𝖐𝖔𝖐 𝖊...𝙢𝙖𝙣𝙩𝙪 𝙡 𝙢𝙖𝙣𝙩𝙪𝙡 𝙬𝙚𝙨 𝙥𝙤𝙠𝙤𝙠 𝙚,0.0,0.0,netral
pelayanan baik dan respon cepar,good service and fast response,0.6000000000000001,0.44999999999999996,positif
"respon cepat respek banget semoga selalu berkualitas layanan, dan kredibilitas","fast response, very respectful, hopefully always quality service and credibility",0.7549999999999999,0.42500000000000004,positif
mantapp,strong,0.7333333333333333,0.4333333333333333,positif
"awas hati-hati dengan go-pay pinjam, gara-gara ngaktifin itu nggak ada pinjaman aja udah diteleponin nomor tidak dikenal yang mau menawarkan pinjol, bayangkan gimana kalau ada pinjaman.","be careful with go-pay loans, if you activate it without a loan you will get a call from an unknown number who wants to offer you a loan, imagine what it would be like if there was a loan.",0.5666666666666668,0.0,netral
"2x pakek gojek titik antar selalu ga sesuai. alhasil selalu di mahari driver, mana ongkirnya mahal. tolong dong titik antarnya yg sesuai. biar saya ga di marahin mulu sama driver, gara gara titik antarnya ga sesuai.","2 times using gojek, the delivery point is always not suitable. as a result, the driver always pays off, where the postage is expensive. please provide the appropriate delivery point. so that i don't get angry at the driver, because the delivery point is not suitable.",0.74,-0.21000000000000002,negatif
percuma diskon 50% kalo ujung2nya maksimal 2 ribu. tolol,50% discount is useless if the maximum is 2 thousand in the end. stupid,0.6,-0.6499999999999999,negatif
mantap... terima kasih go-jek...👍👍👍🙏😊,great... thank you go-jek...👍👍👍🙏😊,0.75,0.8,positif
gojek parah !!!!!!!!!!! biasa aku kepukesmas 10 menit bayar 20rb kadang 18rb dengan sekarang semenjak bnyak demo dan update kepukesmas 54rb !! udah kya mau ketanggerang aja matok harga gak pke otak. kepukesmas biasa bayar 40 atau 38 pp ini 100rb lebih pp !! bodoh !!!,"serious gojek!!!!!!!!!!!! usually i go to the health center for 10 minutes and pay 20 thousand, sometimes 18 thousand, now since there are lots of demos and updates, the health center is 54 thousand!! it's already like i want to go to tangerang, just set the price without using my brain. public health centers usually pay 40 or 38 pp, this is 100 thousand more pp!! stupid!!!",0.3666666666666667,-0.246875,negatif
bagus,good,0.6000000000000001,0.7,positif
"driver semakin hari semakin aneh. jelas jelas saya sudah pakai voucher dan dapat harga yang murah kan sesuai nominal di aplikasi yang disediakan. nah kenapa driver melunjak aneh gak jelas. minta uang lebih. ongkosnya terlalu murah. alasan aki rusak. mobil kotor. berdebu, bau. kalo gak mau, ya udah aplikasi jangan ada acara voucher2 an. percuma ada vocher tapi minta uang lebih. ngelunjak. jelek ah aplikasinya. jadi males pesen lagi. males. maaf ya tapi memang kenyataannya gitu, yang aku alami.","drivers are getting weirder by the day. obviously i have used the voucher and got a cheap price according to the nominal amount in the application provided. well, why the driver jumps strangely is not clear. ask for more money. the fare is too cheap. the reason the battery is damaged. dirty car. dusty, smelly. if you don't want to, then apply, don't have any voucher events. it's useless to have a voucher but ask for more money. jump. the application is bad. so lazy to order again. lazy. i'm sorry, but that's the reality, what i experienced.",0.675,-0.04642857142857141,negatif
👍,👍,0.0,0.0,netral
sangat membantu saat waktu mepet,very helpful when time is tight,0.2928571428571428,0.010714285714285718,positif
baik,good,0.6000000000000001,0.7,positif
😀,😀,0.0,0.0,netral
pelayanan nya kurang bagus nyari gojeknya susah blum masuk ke wilayah desa,"the service is not good, it's difficult to find a gojek before entering the village area",0.8,-0.425,negatif
"luarrrr biasaaa, tambah kereeenn sukses selalooo","extraordinary, extra cool, always successful",0.675,0.35833333333333334,positif
nice,nice,1.0,0.6,positif
"cepet penjemputan ya, dan cukup murah'","fast pick up, and quite cheap'",0.6499999999999999,0.30000000000000004,positif
sangat ramah pengemudinya,very friendly driver,0.65,0.48750000000000004,positif
sangat membantu,very helpful,0.3,0.2,positif
eror apk ga bisa dibuka....,apk error can't be opened....,0.0,0.0,netral
mantap,solid,0.1,0.0,netral
cepat penjeputanya dan akurat pengantaranya,fast pickup and accurate delivery,0.6166666666666667,0.30000000000000004,positif
"sebetulnya saya kalo memesan makanan atau pesan online lebih memilih gojek dibandingkan dg aplikasi online lain dikarenakan cepat tanggap dan metode pembayaran praktis namun sayangnya karena kemarin saya baru top up gopay saldo tidak langsung masuk karena menunggu 2 hari secara tidak langsung gopay bukan solusi terbaik bila saya mau butuh sesuatu mendadak seperti isi kuota, bayar tagihan dsbnya. sehingga saya jadi males dan memikirkan ulang kalo mau pesan online atau bayar sesuatu yang mendadak","actually, when ordering food or ordering online, i prefer gojek compared to other online applications because of the fast response and practical payment method, but unfortunately, because i just topped up gopay yesterday, the balance didn't come in straight away because i waited 2 days, but gopay is not the best solution if i want it. need something urgent like filling quota, paying bills, etc. so i get lazy and think twice about ordering online or paying for something suddenly",0.534375,0.065625,positif
sangat membantu,very helpful,0.3,0.2,positif
aplikasimu ku hapus karna slalu kluar saat melihat iklanmu. itu sangat mengganggu.,i deleted your application because it always exits when i see ads. it's very annoying.,1.0,-1.0,negatif
"saya kecewa dgn gojek kenapa limit paylater saya diblokir sdgkan bayarnya tidak pernah telat,alasan yg diberikan tidak masuk akal","i'm disappointed with gojek, why is my paylater limit blocked even though the payment is never late, the reasons given don't make sense",0.675,-0.3,negatif
gacor abis,the gacor is over,0.0,0.0,netral
"satsetsatset deh kalo pake gojek, cuma kadang gofoodnya tetep mahal ih","it's great if you use gojek, but sometimes the gofood is still expensive",0.725,0.15000000000000002,positif
kerenn,cool,0.65,0.35,positif
good,good,0.6000000000000001,0.7,positif
"jangan kelamaan batalin pesanan gofood lah kalo susah dapat driver, permudah customer untuk membatalkan pesanan kalo driver susah ditemukan, biar cari resto lain, saya udah naik asam lambung 3 kali gonta ganti driver ujung ujungnya dibatalin, kesal tau nggak","don't be too late in canceling your gofood order if it's hard to get a driver, make it easy for customers to cancel the order if the driver is hard to find, let's look for another restaurant, i've had stomach acid 3 times and i've changed drivers but in the end it's cancelled, i'm annoyed, don't you know?",0.6633333333333333,-0.17,negatif
"dulu memang terbaik, tp akhir2 ini sering bgt dicancel oleh driver car, mgkn alasannya karna saya pilih yg hemat tp bawa 3penumpang, apakah itu salah saya??? sedangkan di apknya tertera untuk 4orang... disitu si driver rata2 tanya ""berapa penumpang"" stlh saya jawab ""1dewasa 2anak"" lgsg di cancel.. tolong dong gojek kasih peringatan buat driver car seperti itu.. sering bgt loh aku tercancel, dan itu sangat menghabiskan waktu.. waktu jd terbuang karna orderan berulang!! sorry for ⭐️one 🙏🏻","in the past it was the best, but lately it's been very often canceled by car drivers, maybe the reason is because i chose the economical one but brought 3 passengers, is that my fault??? whereas in the apk it says it's for 4 people... there the driver usually asks ""how many passengers"" after i answer ""1 adult 2 children"" it's immediately cancelled... please, gojek, give a warning to car drivers like that... i get cancelled very often, and that's it. very time consuming... time is wasted because of repeated orders!! sorry for ⭐️one 🙏🏻",0.4166666666666667,0.07395833333333333,positif
memuaskan,satisfying,1.0,0.5,positif
lebih mahal,more expensive,0.6,0.0,netral
ok,ok,0.5,0.5,positif
mantap gojek,great gojek,0.75,0.8,positif
lg kaga butuh ditawarin.. pas butuh ditolak terus 😵‍💫,"i don't need to be offered any more... when i need to be rejected, i keep getting rejected 😵‍💫",0.5,0.5,positif
perfect,perfect,1.0,1.0,positif
ok,ok,0.5,0.5,positif
mantap,solid,0.1,0.0,netral
"kenapa masih pakai verifikasi wajah untuk login? itu hanya mempersulit pengguna saja. tidak ada kesalahan, tapi tetap kesalahan (tidak terverifikasi). lebih baik dihapus saja verifikasi wajah ini.","why do you still use facial verification to log in? it just makes things more difficult for users. no error, but still an error (not verified). it's better to just delete this face verification.",0.5,0.125,positif
mantap,solid,0.1,0.0,netral
ok,ok,0.5,0.5,positif
gk susah mau ke mana mana,it's not difficult to go anywhere,1.0,0.25,positif
mode pengiriman hemat hanya untuk orang miskin 👍,economical delivery mode is only for poor people 👍,0.8333333333333334,-0.03333333333333335,negatif
sangat membantu,very helpful,0.3,0.2,positif
gofood sekarang gojek jadi lama lelet lah ... saya lapar tapi ga ada buat ongkir malah nunggu sampai 1 jam .. parah lah pantes aja pada pindah apk,gofood now gojek is taking a long time... i'm hungry but i don't have anything for delivery instead of waiting up to 1 hour... it's too bad it's no wonder i'm switching apk,0.5333333333333333,-0.37499999999999994,negatif
banyakin lagi diskonnya yaaa,there are more discounts,0.5,0.5,positif
jozzzzz.... sip tok pokoke. promo e perjalanan dibanyakin,jozzzzz.... sip talk anyway. promo e travel increased,0.0,0.0,netral
makin ngelag lemot mau pesan aja harus nunggu buka menu harus nunggu....,"it's getting slower and slower, just want to order, you have to wait to open the menu, you have to wait...",0.5,0.0,netral
mantap rekomend,solid recommendation,0.1,0.0,netral
"gojek udah ga kayak dlu. skrg ongkirnya mahal. ongkir gofood untuk jarak 1 -2km kayak ongkir untuk jarak 7-10km. trus ditambah ada biaya layanan juga. kalo pake mode hemat, prosesnya lama banget. blm lagi nunggu dapet drivernya. trus untuk goride kadang susah dpt drivernya. padahal di lokasi sekitar ada banyak driver. aplikasi juga sering error.","gojek is no longer like it used to be. now the shipping is expensive. gofood postage for a distance of 1-2km is like shipping for a distance of 7-10km. then plus there is a service fee too. if you use economical mode, the process takes a very long time. not yet waiting to get the driver. then for goride sometimes it's hard to get a driver. even though there are lots of drivers in the surrounding area. the application also often errors.",0.6654166666666667,-0.13916666666666666,negatif
harganya terlalu mahal cink,the price is too expensive bro,0.7,-0.5,negatif
bagus gaiiss dan mantap gojek,good guys and great gojek,0.675,0.75,positif
aman gk pernah ada masalah dan makin the best pelayanannya udah makin banyak opsi lainnya disini jadi makin mempermudah,"it's safe, there's never been a problem and the better the service, the more other options here, so it's even easier",0.46875,0.34375,positif
malam ini tanggal 17 oktober 2024 pada jam 21.13 telah terjadi penipuan pada pemesanan gosend data terserah ke sindikat penipuan,tonight 17 october 2024 at 21.13 there has been a fraud on gosend data orders up to a fraud syndicate,0.0,0.0,netral
siippp,siippp,0.0,0.0,netral
sikap sopan,polite attitude,0.0,0.0,netral
ongkir gofood nya gilakkkkk 🤣🤣bye,gofood shipping is crazy 🤣🤣bye,0.9,-0.6,negatif
bagus,good,0.6000000000000001,0.7,positif
very good,very good,0.7800000000000001,0.9099999999999999,positif
"map di benerin, titiknya ngaco mulu!","the map has been corrected, the point is that it's just stupid!",1.0,-0.9999999999999999,negatif
"iklan terlalu spam, tolong di perbaiki sistem nya.","ads are too spam, please fix the system.",0.0,0.0,netral
mantap,solid,0.1,0.0,netral
mantap,solid,0.1,0.0,netral
mudah dan aman,easy and safe,0.6666666666666667,0.4666666666666667,positif
mantap,solid,0.1,0.0,netral
mudah di akses..mantappp,easy to access..great,0.8333333333333334,0.43333333333333335,positif
good job,good job,0.6000000000000001,0.7,positif
sangat membantu dalam transport perjalanan,very helpful in travel transportation,0.3,0.2,positif
apk nya lengkap. tapi ongkirnya sangat mahal.,the apk is complete. but the postage is very expensive.,0.655,-0.275,negatif
"mantap buat yg suka mager, gojek solusi nyeee,, 😂🤘⚓","steady for those who like lazy, gojek solution nyeee,, 😂🤘⚓",0.75,-0.04166666666666667,negatif
mantap,solid,0.1,0.0,netral
pin udah bener dibuat payment gabisa gjls,the pin has been correctly created and the payment can't be done,0.0,0.0,netral
bagus n memuaskan,good and satisfying,0.8,0.6,positif
driver banyak mengeluh kalo pake mode hemat,drivers complain a lot when using economy mode,0.0,0.0,netral
banyakin promo dan kurangi biaya lain lain,have more promotions and reduce other costs,0.4375,0.1875,positif
sangat membantu.klo malas kluar ya pakai aplikasi ini...selama ini driver nya ramah² dan baik.,"very helpful. if you don't feel like going out, use this application... so far the drivers have been friendly and kind.",0.675,0.31875,positif
top markotop,top markotope,0.5,0.5,positif
go food telattttt terosssss...ga expres ga standar..telaaatt terosssssss,go food is late...not express not standard...too late,0.6,-0.3,negatif
"perbaikin lagi masalah pemberitahuan/notifikasi, masa diberitahukan kalo gak dapat driver atau driver sedang sibuk pas mau mesan goride lagi untuk kedua kalinya tiba-tiba ada driver dari pesan goride yang pertama","fixed the notification/notification problem again, when i was told that i couldn't get a driver or the driver was busy, when i wanted to order goride again for the second time, suddenly there was a driver from the first goride message",0.26666666666666666,0.09,positif
🙏👍,🙏👍,0.0,0.0,netral
sangat membantu,very helpful,0.3,0.2,positif
membantu aplikasinya,help with the application,0.0,0.0,netral
"bintang 5 gae kowe tulong sampekne ng aplikasi ovo aku meh ngeri ulasan loading terus, ulasane ngene: o..goblog asyiu jarene kudu upgrade nek arep transfer ke bank, to arep upgrade malah muni tedak memenuhi syarat, karepmu piye cok! wong aku daftar gae nomor & email ku dhewe! nek ancen mbok syarati! ngomongo!! syarati opo djiancok we! duitku mati ng kono! aku kok malah jadi spekulasi kowe ki etok-etok ngarani wong gk mmenuhi syarat padahal ancen duitku mbok tahan, angka saldoku nek formalitas","5 stars, can you help me with the ovo application, i'm afraid that the review will continue to load, the review is like this: o..goblog asyiu said that you need to upgrade if you want to transfer to the bank, to upgrade, it sounds like it doesn't meet the requirements, what do you do bro! i registered my own number & email! if it's possible, it's a requirement! talk!! what is the condition of our djiankok! my money died there! i'm even speculating that you are pretending to say that people don't meet the requirements even though my money can hold, my balance is a formality",0.9666666666666667,0.0,netral
saya hampir di tabrak driver gojek.. dan driver gojek yang malah marah marah kepada saya,i was almost hit by a gojek driver... and the gojek driver got angry at me,1.0,-0.5,negatif
lebih banyakin promo ya,"more promotions, okay?",0.5,0.5,positif
"kecewa banget sama apk ini, padahal saya pengguna setia gojek, skrg jarang ada promk dan sering banget telat pengiriman klo pas lagi pesan makanan, apk nya gak kayak dlu lagi skrg","i'm really disappointed with this apk, even though i'm a loyal gojek user, now i rarely get promk and the delivery is often very late. when i'm ordering food, the apk isn't like it used to be now.",0.8158333333333334,-0.12666666666666668,negatif
mntap,mntap,0.0,0.0,netral
bagus tingkatkan terus pelayanannya,"good, keep improving the service",0.6000000000000001,0.7,positif
sangat membantu,very helpful,0.3,0.2,positif
mantap pkok eee...,that's great eh...,0.75,0.8,positif
keren aplikasi ini dapat mudah digunakan dan sangat membantu,this cool application is easy to use and very helpful,0.5944444444444444,0.3277777777777778,positif
gopay saya di gojek suka kepotong otomatis 29 rb sekian. history nya pembayaran google play. sy merasa rugi krn tidak merasa melakukan pembayaran otomatis. bagaimana cara keluar dari pomotongan tersebut. mohon utk di respon,"my gopay on gojek likes to be deducted automatically, that's 29 thousand. google play payment history. i feel like i'm at a loss because i don't feel like i'm making automatic payments. how to get out of the cut. please respond",0.0,0.0,netral
wah mitranya banyak yang jadi belangsak pada umumnya karena sistem prioritas egois . gak sehat,"wow, many partners are generally confused because of the selfish priority system. not healthy",0.74,-0.11000000000000001,negatif
apikasi gopartner yang bisa dan mudah untuk mendapat kan oderan,gopartner application that can and easily get orders,0.8333333333333334,0.43333333333333335,positif
cepat dan baik pelayanannya,fast and good service,0.6000000000000001,0.44999999999999996,positif
"membantuu bangettt sii, untukk aku yang apaa' sendirii, jadii kalauu pulangg sekolaa tinggal pake gojek🤍","it's really helpful, for me, i'm alone, so when i go home from school i just use gojek🤍",0.2,0.2,positif
good job,good job,0.6000000000000001,0.7,positif
"driver gocar surabaya utara pemalas, pilih² orderan","gocar drivers in north surabaya are lazy, picky about orders",1.0,-0.25,negatif
iklan tidak ramah:(,unfriendly advertising :(,1.0,-0.75,negatif
siip,cool,0.65,0.35,positif
selain system ada juga hal yg sangat perlu diperhatikan terkait drivenya sendiri khususnya driver motor yaitu kebersihan helm yang disediakan untuk penumpang. tolong dibuatkan standard dan ketentuan dari gojek biar penumpang nyaman.,"apart from the system, there is also something you really need to pay attention to regarding the drive itself, especially motorbike drivers, namely the cleanliness of the helmets provided to passengers. please create standards and conditions for gojek so that passengers are comfortable.",0.6666666666666666,0.20000000000000004,positif
"sangat membantu, banyak promonya","very helpful, lots of promotions",0.3,0.2,positif
bagus,good,0.6000000000000001,0.7,positif
sarahmah baik,sarah is good,0.6000000000000001,0.7,positif
mantap,solid,0.1,0.0,netral
ok,ok,0.5,0.5,positif
"mau apa apa jadi mudah, dimanapun dan kapanpun mau jajan apapun bisa","it's easy to do whatever you want, wherever and whenever you want to snack, you can do whatever you want",0.8333333333333334,0.43333333333333335,positif
sangat berguna dan dapat dipercaya,very useful and trustworthy,0.0,0.39,positif
sumpah sbel bgt iklan muncul trs d hpq tolong mengganggu sekali,"i swear i'm so annoyed that ads keep appearing on my cellphone, please, it's really annoying",0.8500000000000001,-0.6000000000000001,negatif
"ini sudah 2kalinya kenapa driver selalu salah alamat dan titip penjemputan tidak sesuai ama di map gojek nya,, kok bisa jaraknya beda sampai 2kilo sama rumah saya","this is the second time why the driver always has the wrong address and the pick up point doesn't match the gojek map, how come the distance is up to 2 kilos different from my house",0.5,-0.16666666666666666,negatif
mantul,helpful,0.0,0.0,netral
"keamanan aplikasinya di perbaiki lgi, untuk pembayaran gofood bisa di kasih konfirmasi lgi untuk menghindari pembelian yg tidak di sengaja","the security of the application has been improved again, for gofood payments you can be given confirmation again to avoid accidental purchases",0.0,0.0,netral
"aplikasi rusak kaga mau nyari yang terdekat malah di pilihin yang jauh jauh sengaja banget. ketauan bego teknik marketing nya, giliran yang murah jauh jauh.","the application is broken, it doesn't want to look for the nearest one, instead it chooses one that is far away on purpose. if you find out how stupid your marketing techniques are, the cheap ones will be far away.",0.82,-0.12000000000000002,negatif
puas gercep murah meriah,satisfied fast and cheap,0.7666666666666666,0.3666666666666667,positif
sangat akurat,very accurate,0.8233333333333335,0.5200000000000001,positif
sangat membantu,very helpful,0.3,0.2,positif
bagus,good,0.6000000000000001,0.7,positif
mantap,solid,0.1,0.0,netral
"dear gojek,tolong lh umur driver di batesin jangan udh 40+ masih bisa ini bawa kendaraan bawa orang lain.terus suruh driver bawa uang kembalian.secara matematika 46 itu deket ke 45 knp malah jadi 50!","dear gojek, please limit the driver's age, don't be 40+, you can still drive someone else's vehicle. then tell the driver to bring change. mathematically speaking, 46 is close to 45, but it's 50!",0.0,0.0,netral
"mau login aja wajib pake verifikasi wajah, buat apa?? kek pinjol aja","just to log in you have to use facial verification, what's the point?? just borrow it",0.0,0.0,netral
sangat membantu,very helpful,0.3,0.2,positif
👍👍👍👍,👍👍👍👍,0.0,0.0,netral
sejauh ini layanan memuaskan. semoga semakin ditingkatkan. terima kasih.,so far the service is satisfactory. hopefully it will be further improved. thank you.,0.75,0.05,positif
sampah,rubbish,0.0,0.0,netral
"di saat sedang sakit, nunggu makanan yang sudah di pesan, eh aplikasi nya eror, dan sampai sekarang gak bisa masuk, aplikasi sampah","when i'm sick, waiting for the food that has been ordered, the application has an error, and until now i can't log in, the application is rubbish",0.8571428571428571,-0.7142857142857143,negatif
drivernya pada songong semua kalo trip pendek gaada yg mau,"the drivers are all rude if it's a short trip, no one wants it",0.3333333333333333,-0.033333333333333326,negatif
susah mau chat sma operator nya,it's hard to chat with the operator,0.5416666666666666,-0.2916666666666667,negatif
"ini mah masih mendingan torik usia 2 bln udah haji, persis dengan apa yang dialami putri. putri yg baru kelas 6 sd, saat hendak pulang sekolah, ia melihat mobil ayahnya parkir di semak semak dan saat itu pun putri mendekati mobil yg di dalamnya ada ayahnya bersama tante sofi, tetangganya... sesampai rumah putri pun cerita sama ibu nya.. putri: bu, tadi aku liat mobil ayah parkir di semak - semak bu. ibu: truss?? putri: didalam mobil ada ayah sama tante sofi bu.. ibu: stop nak!!! jng di lanjutin","it's still better if torik is 2 months old and has already had his hajj, which is exactly what happened to my daughter. the daughter was only in 6th grade, when she was going home from school, she saw her father's car parked in the bushes and at that time the daughter approached the car in which her father and aunt sofi, her neighbor... when she got home the daughter told her mother.. daughter: mom, i saw dad's car parked in the bushes, ma'am. mother: then?? daughter: in the car were father and aunt sofi ma'am.. mother: stop son!!! don't continue",0.4875,0.2125,positif
"mau login ke akun tapi harus nunggu 60 menit udh nunggu 60 menit malah ngkk bisa lagi padahal percobaan baru sekali tapi apknya blg terlalu banyak percobaan hadeh,malah nunggu 12 jam lagi padahal udh bisa no tlpn sma pasword tinggal muka aja please lah","i want to log in to my account but i have to wait 60 minutes. i've been waiting 60 minutes but it won't work even though i just tried it once but the apk says too many tries, i've been waiting for another 12 hours even though i can already get a telephone number and password, just face it, please.",0.45,0.2,positif
disitu butuh disitu rusak aplikasinya,"that's where it needs to be, that's where the application breaks down",0.2888888888888889,-0.15555555555555559,negatif
"gimana nih, abis aktifin gojek plus malah error apknya, lagi pesen gofood dicancel 2x sm driver seenaknya. pesanan jadi lama dan driver gabisa dihubungi 👎","how about this, after activating gojek plus, the apk error occurs, and the gofood order is canceled twice by the driver at will. the order took a long time and the driver couldn't be contacted 👎",0.4,-0.05,negatif
udah pake pengiriman yg expres harganya lebih mahal biar cepet .eh ini malah telat 10 menit . gmnh si,"i already used express delivery, the price is more expensive so it's fast, but it ended up being 10 minutes late. what's up?",0.6,-0.024999999999999994,negatif
error mulu,error mulu,0.0,0.0,netral
mau order makanan aja gk bisa... ribet,i can't even order food... it's complicated,1.0,-0.5,negatif
what's up with the gojek app today ?,what's up with the gojek app today ?,0.0,0.0,netral
"keren yaa, apk ini sering saya pakai buat pulang sekolah tapi kalo apk nya tb² eror terpaksa nunggu panas ² an dan sekolah juga jauh, nyebelin bgt.","that's cool, i often use this apk to get home from school, but if the apk still has an error, i'm forced to wait in the heat and school is also far away, it's really annoying.",0.6875,-0.16250000000000003,negatif
"aplikasi ga bisa dipakai, katanya lagi rame yang makai, wkwk","i can't use the application, they say it's busy using it, haha",0.3,0.15000000000000002,positif
"kenapa habis isi saldo lemot sekali??,pesan makanan saja tidak bisa, tolong perbaiki dong. jangan merugikan org lain gini😤😤😤😠","why is it so slow to top up your balance? i can't even order food, please fix it. don't harm other people like this😤😤😤😠",0.425,0.024999999999999984,positif
apk padat?? pekerjanya ngapain,solid apk?? what are the workers doing?,0.1,0.0,netral
"pakek aplikasi ini tiba² error gabisa order gocar, mau pulang jadi gabisaaa","when using this application, suddenly an error can't order a go-car, so i can't go home",0.5,0.0,netral
server overload setiap pesanan sudah diklik sampai batas waktu tidak bisa dilacak keberadaannya,the server is overloaded every time an order is clicked until the time limit cannot be traced,0.0,0.0,netral
masuk gofood lama banget,it took a long time to enter gofood,0.4,-0.05,negatif
kenapa eror trus si setiap mau buka aneh,why is there an error and then every time it wants to open it's strange,0.25,0.05000000000000001,positif
aplikasi tolol gangguan ajg,stupid app is a nuisance too,1.0,-0.7999999999999999,negatif
"gojek kenapa sih??, ada masalah server kah? ini aplikasi nya ngga bisa dibuka, mana udah terlanjur pesan makan lagi, hilang deh tuh uang di gopay, mau tanggung jawab ngga???","what's wrong with gojek? is there a server problem? i can't open the application, i've already ordered another meal, i've lost the money in gopay, do you want to be responsible or not???",0.65,-0.09999999999999999,negatif
"kesel ih, aku lg pesen gofood dan udah dapat driver, malah tiba"" gabisa di apa""in, lemot semuaaaaaaa, biasanya ga beginiiii, kenapa skrg bgini dehhhh","i'm annoyed, i was ordering gofood and already got a driver, but then it arrived, ""i can't do anything,"" it's all slow, usually it's not like this, why is it like this now?",0.48333333333333334,-0.19166666666666668,negatif
